,Unnamed: 0,Unnamed: 0.1,label,title,script,numerics,upper,word_count,num_exclamation_marks,num_question_marks,num_punctuation,avg_word,contro,names,nouns,adjectives,verbs,nouns_vs_words,adjectives_vs_words,verbs_vs_words
7937,7937,7937,fail,Hank,look darn good kids frankly felt intruding today yes think would better got set officestudy focused businessmoney side things,0,4,45,0,0,6,4.088888888888889,0,0,9,3,8,0.2,0.06666666666666668,0.17777777777777778
7938,7938,7938,fail,Hank,hank didnt love around today either,0,2,20,0,0,4,3.85,0,0,2,1,6,0.1,0.05,0.3
7939,7939,7939,fail,Hank,cant,0,1,2,0,0,1,3.5,0,0,0,0,1,0.0,0.0,0.5
7940,7940,7940,fail,Hank,may seem freaking,0,2,14,1,0,1,3.2857142857142856,0,0,0,0,4,0.0,0.0,0.2857142857142857
7941,7941,7941,fail,Hank,,0,1,4,0,0,2,3.0,0,0,0,0,1,0.0,0.0,0.25
7942,7942,7942,fail,Hank,backing,0,0,7,0,0,1,3.8571428571428568,0,0,1,0,2,0.14285714285714285,0.0,0.2857142857142857
7943,7943,7943,fail,Hank,used help,0,0,5,0,0,1,4.0,0,0,2,0,2,0.4,0.0,0.4
7944,7944,7944,fail,Hank,ive always consuela,0,0,4,0,0,1,5.5,0,0,2,0,1,0.5,0.0,0.25
7945,7945,7945,fail,Hank,well guess,0,0,3,0,0,2,5.0,0,0,0,0,1,0.0,0.0,0.3333333333333333
7946,7946,7946,fail,Hank,consuela buddy,0,0,4,1,0,1,6.0,0,1,2,0,1,0.5,0.0,0.25
7947,7947,7947,fail,Hank,,0,0,2,0,1,0,3.5,0,0,0,0,0,0.0,0.0,0.0
7948,7948,7948,fail,Hank,supposed completely forget getting job,0,0,10,0,1,0,5.0,0,0,2,0,3,0.2,0.0,0.3
7949,7949,7949,fail,Hank,look going back way things used,0,1,13,0,0,2,3.3076923076923075,0,0,2,0,5,0.15384615384615385,0.0,0.38461538461538464
7950,7950,7950,fail,Hank,got part family,0,0,10,0,0,1,3.2,0,0,2,0,3,0.2,0.0,0.3
7951,7951,7951,fail,Hank,part family,0,1,7,0,0,1,3.0,0,0,2,0,1,0.2857142857142857,0.0,0.14285714285714285
7952,7952,7952,fail,Hank,theres nothing world important children,0,0,13,0,0,1,4.6923076923076925,0,0,4,1,0,0.3076923076923077,0.07692307692307693,0.0
7953,7953,7953,fail,Hank,mommy,0,0,2,0,1,0,3.5,0,1,1,0,0,0.5,0.0,0.0
7954,7954,7954,fail,Hank,henry,0,0,4,0,0,2,3.5,0,1,1,0,0,0.25,0.0,0.0
7955,7955,7955,fail,Hank,mean hello,0,1,3,0,0,2,4.0,0,0,1,0,1,0.3333333333333333,0.0,0.3333333333333333
7956,7956,7956,fail,Hank,come,0,0,2,0,0,1,3.5,0,0,1,0,0,0.5,0.0,0.0
7957,7957,7957,fail,Hank,son,0,1,8,0,1,1,2.875,0,0,1,0,1,0.125,0.0,0.125
7958,7958,7958,fail,Hank,cant sleep,0,1,3,0,0,1,4.0,0,0,0,1,1,0.0,0.3333333333333333,0.3333333333333333
7959,7959,7959,fail,Hank,pretty sure theres ghost room,0,0,9,0,0,1,3.888888888888889,0,0,3,2,1,0.3333333333333333,0.2222222222222222,0.1111111111111111
7960,7960,7960,fail,Hank,dad,0,0,2,0,1,0,2.5,0,0,1,0,0,0.5,0.0,0.0
7961,7961,7961,fail,Hank,,0,0,2,0,1,0,3.0,0,0,0,0,0,0.0,0.0,0.0
7962,7962,7962,fail,Hank,,0,0,1,0,0,1,3.0,0,0,1,0,0,1.0,0.0,0.0
7963,7963,7963,fail,Hank,course,0,0,2,0,0,1,4.5,0,0,1,0,0,0.5,0.0,0.0
7964,7964,7964,fail,Hank,come henry,0,0,3,0,0,2,4.333333333333333,0,0,2,0,0,0.6666666666666666,0.0,0.0
7965,7965,7965,fail,Hank,lets tuck back bedand talk,0,0,10,0,0,2,3.7,0,0,1,0,3,0.1,0.0,0.3
7966,7966,7966,fail,Hank,,0,0,3,0,1,0,4.0,0,0,0,1,0,0.0,0.3333333333333333,0.0
7967,7967,7967,fail,Hank,thats plan,0,0,3,0,0,1,4.666666666666667,0,0,1,0,1,0.3333333333333333,0.0,0.3333333333333333
7968,7968,7968,fail,Hank,think one ghosts ringing bell,0,1,10,0,0,1,3.6,0,0,2,0,3,0.2,0.0,0.3
7969,7969,7969,fail,Hank,rest assured therell bell ringing tonight,0,0,9,0,0,1,5.111111111111111,0,0,3,1,3,0.3333333333333333,0.1111111111111111,0.3333333333333333
7970,7970,7970,fail,Hank,henry use imagination celebrated extent,0,1,19,0,0,4,4.052631578947368,0,1,3,0,5,0.15789473684210525,0.0,0.2631578947368421
7971,7971,7971,fail,Hank,imagination becomes liability asset perhaps time rein bit,0,0,21,0,0,2,4.142857142857143,0,0,5,1,2,0.2380952380952381,0.047619047619047616,0.09523809523809523
7972,7972,7972,fail,Hank,far,0,0,5,0,1,0,3.0,0,0,0,0,0,0.0,0.0,0.0
7973,7973,7973,fail,Hank,good,0,0,1,0,0,1,5.0,0,0,0,1,0,0.0,1.0,0.0
7974,7974,7974,fail,Hank,franklin roosevelt said thing fear fear,0,0,15,0,0,2,4.466666666666667,2,2,3,2,4,0.2,0.13333333333333333,0.26666666666666666
7975,7975,7975,fail,Hank,youve heard roosevelt,0,0,5,0,1,0,4.8,1,0,3,0,0,0.6,0.0,0.0
7976,7976,7976,fail,Hank,famous,0,0,1,0,0,1,7.0,0,0,0,1,0,0.0,1.0,0.0
7977,7977,7977,fail,Hank,president,0,0,1,0,0,1,10.0,0,0,1,0,0,1.0,0.0,0.0
7978,7978,7978,fail,Hank,dead guy,0,0,2,0,0,1,4.0,0,0,1,1,0,0.5,0.5,0.0
7979,7979,7979,fail,Hank,lit tuition checks fire,0,0,10,0,0,1,4.2,0,0,3,0,1,0.3,0.0,0.1
7980,7980,7980,fail,Hank,henry,0,0,3,0,1,1,4.666666666666667,0,1,0,0,2,0.0,0.0,0.6666666666666666
7981,7981,7981,fail,Hank,brother couldnt sleep talking,0,1,10,0,0,2,4.4,0,0,3,0,2,0.3,0.0,0.2
7982,7982,7982,fail,Hank,,0,0,3,0,1,0,4.0,0,0,0,1,0,0.0,0.3333333333333333,0.0
7983,7983,7983,fail,Hank,well mean henry freaks usually come hang,0,2,19,0,0,5,3.8947368421052633,0,1,1,0,4,0.05263157894736842,0.0,0.21052631578947367
7984,7984,7984,fail,Hank,good,0,0,2,0,0,1,3.0,0,0,0,1,0,0.0,0.5,0.0
7985,7985,7985,fail,Hank,hang,0,0,2,0,0,1,4.0,0,1,1,0,0,0.5,0.0,0.0
7986,7986,7986,fail,Hank,go exactly,0,0,5,0,1,1,4.4,0,0,0,0,2,0.0,0.0,0.4
7987,7987,7987,fail,Hank,well sit bed,0,1,6,0,0,2,3.0,0,0,1,0,1,0.16666666666666666,0.0,0.16666666666666666
7988,7988,7988,fail,Hank,facing,0,0,2,0,0,1,5.0,0,0,0,0,1,0.0,0.0,0.5
7989,7989,7989,fail,Hank,,0,0,2,0,1,0,4.5,0,0,0,0,0,0.0,0.0,0.0
7990,7990,7990,fail,Hank,sing,0,1,5,0,0,1,3.0,0,0,0,0,1,0.0,0.0,0.2
7991,7991,7991,fail,Hank,sings,0,0,4,0,1,0,3.5,0,0,0,0,1,0.0,0.0,0.25
7992,7992,7992,fail,Hank,really,0,0,1,0,1,0,7.0,0,0,0,0,0,0.0,0.0,0.0
7993,7993,7993,fail,Hank,yes,0,0,1,0,0,1,4.0,0,0,0,0,0,0.0,0.0,0.0
7994,7994,7994,fail,Hank,sing,0,1,6,0,0,1,3.5,0,0,0,0,3,0.0,0.0,0.5
7995,7995,7995,fail,Hank,singing song,0,0,6,0,0,1,4.166666666666667,0,0,2,0,0,0.3333333333333333,0.0,0.0
7996,7996,7996,fail,Hank,say see dawns early light funny,0,1,12,0,0,2,3.75,0,0,2,2,2,0.16666666666666666,0.16666666666666666,0.16666666666666666
7997,7997,7997,fail,Hank,singing 11 year old,1,0,7,0,0,1,3.8571428571428568,0,0,2,1,1,0.2857142857142857,0.14285714285714285,0.14285714285714285
7998,7998,7998,fail,Hank,awful awful children,0,0,6,0,0,2,5.0,0,0,1,2,1,0.16666666666666666,0.3333333333333333,0.16666666666666666
7999,7999,7999,fail,Hank,whats going,0,0,4,0,1,0,3.75,0,0,1,0,1,0.25,0.0,0.25
8000,8000,8000,fail,Hank,given awful children,0,0,7,0,0,1,4.142857142857143,0,0,1,1,2,0.14285714285714285,0.14285714285714285,0.2857142857142857
8001,8001,8001,fail,Hank,got dad sing starspangled banner,0,1,9,0,0,1,4.5555555555555545,0,0,1,2,2,0.1111111111111111,0.2222222222222222,0.2222222222222222
8002,8002,8002,fail,Hank,well glad family clown,0,1,10,0,0,2,3.2,1,0,2,1,2,0.2,0.1,0.2
8003,8003,8003,fail,Hank,pryor corporation pryor corporation,0,0,12,0,0,1,4.833333333333333,0,0,4,0,2,0.3333333333333333,0.0,0.16666666666666666
8004,8004,8004,fail,Hank,fine,0,0,1,0,0,1,5.0,0,0,1,0,0,1.0,0.0,0.0
8005,8005,8005,fail,Hank,putting boy bed,0,1,7,0,0,1,3.1428571428571432,0,0,2,0,2,0.2857142857142857,0.0,0.2857142857142857
8006,8006,8006,fail,Hank,going finish job,0,0,6,0,0,1,3.8333333333333335,0,0,2,0,2,0.3333333333333333,0.0,0.3333333333333333
8007,8007,8007,fail,Hank,two excuse hank henry potty trained,0,0,16,0,0,4,3.9375,0,1,1,2,3,0.0625,0.125,0.1875
8008,8008,8008,fail,Hank,good night,0,0,2,0,0,1,5.0,0,0,1,1,0,0.5,0.5,0.0
8009,8009,8009,fail,Hank,madelyn mother didnt vote obama,0,0,8,0,0,2,5.0,0,1,3,1,1,0.375,0.125,0.125
8010,8010,8010,fail,Hank,singing thing maddies idea,0,0,10,0,0,2,4.6,0,1,3,0,3,0.3,0.0,0.3
8011,8011,8011,fail,Hank,makes stuff,0,0,5,0,0,1,3.6,0,0,0,0,3,0.0,0.0,0.6
8012,8012,8012,fail,Hank,women good,0,0,5,0,0,1,3.8,0,0,1,1,1,0.2,0.2,0.2
8013,8013,8013,fail,Hank,think second house go,0,0,12,0,0,1,3.333333333333333,0,0,1,1,4,0.08333333333333333,0.08333333333333333,0.3333333333333333
8014,8014,8014,fail,Hank,ill see morning henry,0,0,7,0,0,2,4.142857142857143,0,1,3,0,1,0.42857142857142855,0.0,0.14285714285714285
8015,8015,8015,fail,Hank,leave light tonight,0,1,6,0,1,0,4.0,0,0,1,0,2,0.16666666666666666,0.0,0.3333333333333333
8016,8016,8016,fail,Hank,,0,1,3,0,0,1,3.6666666666666665,0,0,0,0,2,0.0,0.0,0.6666666666666666
8017,8017,8017,fail,Hank,room different,0,0,6,0,0,1,4.666666666666667,0,0,1,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666
8018,8018,8018,fail,Hank,everythings different,0,0,2,0,0,1,11.0,0,0,1,1,0,0.5,0.5,0.0
8019,8019,8019,fail,Hank,little scary everything change isnt start,0,0,13,0,1,2,5.0,0,0,2,2,4,0.15384615384615385,0.15384615384615385,0.3076923076923077
8020,8020,8020,fail,Hank,little scared,0,0,5,0,0,2,4.2,0,0,1,2,0,0.2,0.4,0.0
8021,8021,8021,fail,Hank,,0,0,3,0,1,0,4.333333333333333,0,0,0,0,0,0.0,0.0,0.0
8022,8022,8022,fail,Hank,even age,0,0,4,0,0,1,3.0,0,0,1,0,0,0.25,0.0,0.0
8023,8023,8023,fail,Hank,old,0,0,4,0,0,1,3.5,0,0,1,1,0,0.25,0.25,0.0
8024,8024,8024,fail,Hank,old,0,0,4,0,0,1,2.75,0,0,2,0,0,0.5,0.0,0.0
8025,8025,8025,fail,Hank,25,0,0,4,0,0,1,3.0,0,0,1,0,0,0.25,0.0,0.0
8026,8026,8026,fail,Hank,25 times 2,1,0,6,0,0,1,3.1666666666666665,0,0,2,0,0,0.3333333333333333,0.0,0.0
8027,8027,8027,fail,Hank,yes old,0,2,8,0,0,2,2.5,0,0,0,1,2,0.0,0.125,0.25
8028,8028,8028,fail,Hank,could lie,0,1,13,0,0,2,3.3846153846153846,0,0,1,0,2,0.07692307692307693,0.0,0.15384615384615385
8029,8029,8029,fail,Hank,thought couldnt make smaller bed,0,1,10,0,0,1,4.4,0,0,1,1,3,0.1,0.1,0.3
8030,8030,8030,fail,Hank,good night henry,0,0,3,0,0,2,5.333333333333333,0,1,2,1,0,0.6666666666666666,0.3333333333333333,0.0
8031,8031,8031,fail,Hank,good night dad,0,0,3,0,0,2,4.666666666666667,0,0,2,1,0,0.6666666666666666,0.3333333333333333,0.0
8032,8032,8032,fail,Hank,dad,0,0,1,0,1,0,4.0,0,0,1,0,0,1.0,0.0,0.0
8033,8033,8033,fail,Hank,breathing,0,0,4,0,0,1,5.0,0,0,1,0,1,0.25,0.0,0.25
8034,8034,8034,fail,Hank,awful sweet awesome hank,0,0,4,0,0,2,5.75,0,0,1,3,0,0.25,0.75,0.0
8035,8035,8035,fail,Hank,need hours sleep minor back surgery,0,1,16,0,0,1,3.75,0,0,2,2,3,0.125,0.125,0.1875
8036,8036,8036,fail,Hank,thinking last night back new york money nannies staff insulated everyday struggles challenges real life,0,1,33,0,0,5,4.636363636363637,0,0,9,3,4,0.2727272727272727,0.09090909090909093,0.12121212121212123
8037,8037,8037,fail,Hank,great,0,0,4,0,1,0,4.0,0,0,0,1,1,0.0,0.25,0.25
8038,8038,8038,fail,Hank,harder thought,0,1,7,0,0,1,4.142857142857143,1,0,0,1,2,0.0,0.14285714285714285,0.2857142857142857
8039,8039,8039,fail,Hank,hank pryor damn,0,0,5,0,0,2,4.6,1,2,3,0,1,0.6,0.0,0.2
8040,8040,8040,fail,Hank,lst got 5pack beer,0,0,11,0,0,1,3.272727272727273,0,0,2,1,1,0.18181818181818185,0.09090909090909093,0.09090909090909093
8041,8041,8041,fail,Hank,hell,0,0,5,0,1,0,3.6,1,0,1,0,1,0.2,0.0,0.2
8042,8042,8042,fail,Hank,gradys starting make improvements,0,0,6,0,0,1,6.333333333333332,0,1,2,0,2,0.3333333333333333,0.0,0.3333333333333333
8043,8043,8043,fail,Hank,much better,0,0,5,0,0,2,4.4,0,0,1,1,1,0.2,0.2,0.2
8044,8044,8044,fail,Hank,,0,0,2,1,0,0,4.0,0,0,2,0,0,1.0,0.0,0.0
8045,8045,8045,fail,Hank,mr family decided work instead spending time son,0,0,13,0,0,2,4.307692307692308,0,2,5,0,2,0.38461538461538464,0.0,0.15384615384615385
8046,8046,8046,fail,Hank,ill put list,0,0,6,0,0,1,3.1666666666666665,0,0,2,0,1,0.3333333333333333,0.0,0.16666666666666666
8047,8047,8047,fail,Work It,hey,0,0,1,0,0,1,4.0,0,0,1,0,0,1.0,0.0,0.0
8048,8048,8048,fail,Work It,hey,0,0,1,0,0,1,4.0,0,0,1,0,0,1.0,0.0,0.0
8049,8049,8049,fail,Work It,honey go,0,0,5,0,1,1,3.4,0,0,1,0,2,0.2,0.0,0.4
8050,8050,8050,fail,Work It,well company actually folded interview,0,1,11,0,0,2,4.818181818181818,0,0,2,0,2,0.18181818181818185,0.0,0.18181818181818185
8051,8051,8051,fail,Work It,,0,0,1,0,0,1,3.0,0,0,0,0,0,0.0,0.0,0.0
8052,8052,8052,fail,Work It,stole sugar,0,0,6,0,0,1,4.166666666666667,0,0,1,0,1,0.16666666666666666,0.0,0.16666666666666666
8053,8053,8053,fail,Work It,,0,0,1,0,0,1,5.0,0,0,1,0,0,1.0,0.0,0.0
8054,8054,8054,fail,Work It,thats,0,0,3,0,0,1,4.333333333333333,0,0,1,0,0,0.3333333333333333,0.0,0.0
8055,8055,8055,fail,Work It,mmhmm,0,0,1,0,0,1,7.0,0,0,1,0,0,1.0,0.0,0.0
8056,8056,8056,fail,Work It,look salt pepper ooh hoo,0,0,7,0,0,3,4.142857142857143,0,1,4,0,1,0.5714285714285714,0.0,0.14285714285714285
8057,8057,8057,fail,Work It,got creamer wait,0,0,7,0,0,2,3.7142857142857135,0,0,2,0,1,0.2857142857142857,0.0,0.14285714285714285
8058,8058,8058,fail,Work It,mmhmm,0,0,1,0,0,1,7.0,0,0,1,0,0,1.0,0.0,0.0
8059,8059,8059,fail,Work It,wait,0,0,3,0,0,1,3.333333333333333,0,0,1,0,0,0.3333333333333333,0.0,0.0
8060,8060,8060,fail,Work It,uhhuh,0,0,1,0,0,1,7.0,0,0,1,0,0,1.0,0.0,0.0
8061,8061,8061,fail,Work It,ketchup,0,0,1,0,0,1,8.0,0,0,1,0,0,1.0,0.0,0.0
8062,8062,8062,fail,Work It,ooh hoo,0,0,2,1,0,1,4.0,0,0,2,0,0,1.0,0.0,0.0
8063,8063,8063,fail,Work It,well itll come handy cause got last unemployment check today,0,0,14,0,0,2,4.785714285714286,0,0,4,2,2,0.2857142857142857,0.14285714285714285,0.14285714285714285
8064,8064,8064,fail,Work It,,0,0,2,0,0,2,4.0,0,0,1,0,0,0.5,0.0,0.0
8065,8065,8065,fail,Work It,cant believe already year,0,1,8,0,0,1,4.25,0,0,1,0,3,0.125,0.0,0.375
8066,8066,8066,fail,Work It,cant either,0,1,3,0,0,1,4.333333333333333,0,0,0,0,1,0.0,0.0,0.3333333333333333
8067,8067,8067,fail,Work It,worry,0,0,5,0,0,1,4.2,0,0,1,0,1,0.2,0.0,0.2
8068,8068,8068,fail,Work It,see lifestyle doesnt suffer,0,0,10,0,0,2,4.4,0,0,1,1,3,0.1,0.1,0.3
8069,8069,8069,fail,Work It,hey insurance pontiac run made appointment physical tomorrow,0,1,23,0,0,4,4.173913043478262,0,0,4,1,5,0.17391304347826084,0.043478260869565216,0.21739130434782608
8070,8070,8070,fail,Work It,sweetheart told hey,0,1,8,0,0,5,4.0,0,0,3,0,1,0.375,0.0,0.125
8071,8071,8071,fail,Work It,lee woman gonna ask stop comparing prostate exam pinball scene accused,0,0,23,0,0,3,4.0,0,1,7,2,4,0.3043478260869565,0.08695652173913042,0.17391304347826084
8072,8072,8072,fail,Work It,,0,0,5,0,0,2,3.2,1,0,0,0,1,0.0,0.0,0.2
8073,8073,8073,fail,Work It,hey dad,0,0,2,0,0,2,4.0,0,0,2,0,0,1.0,0.0,0.0
8074,8074,8074,fail,Work It,hey,0,0,1,0,0,1,4.0,0,0,1,0,0,1.0,0.0,0.0
8075,8075,8075,fail,Work It,phones working,0,0,4,0,0,1,5.0,0,0,1,0,1,0.25,0.0,0.25
8076,8076,8076,fail,Work It,,0,0,1,0,0,1,3.0,0,0,0,0,0,0.0,0.0,0.0
8077,8077,8077,fail,Work It,huh,0,0,1,0,0,1,4.0,0,0,1,0,0,1.0,0.0,0.0
8078,8078,8078,fail,Work It,well let take look,0,0,6,0,0,2,3.333333333333333,0,0,1,0,2,0.16666666666666666,0.0,0.3333333333333333
8079,8079,8079,fail,Work It,,0,0,2,0,0,2,4.0,0,0,1,0,0,0.5,0.0,0.0
8080,8080,8080,fail,Work It,suspected,0,1,4,0,0,1,4.25,0,0,0,0,1,0.0,0.0,0.25
8081,8081,8081,fail,Work It,cancelled service,0,1,4,0,0,1,5.5,0,0,1,0,1,0.25,0.0,0.25
8082,8082,8082,fail,Work It,,0,0,1,0,1,0,5.0,0,0,0,0,0,0.0,0.0,0.0
8083,8083,8083,fail,Work It,sorry kat,0,0,3,0,0,2,4.333333333333333,0,1,3,0,0,1.0,0.0,0.0
8084,8084,8084,fail,Work It,would packet soy sauce make feel better,0,0,10,0,1,0,4.0,0,0,3,1,2,0.3,0.1,0.2
8085,8085,8085,fail,Work It,look find job,0,1,8,0,0,2,3.5,0,0,1,0,2,0.125,0.0,0.25
8086,8086,8086,fail,Work It,,0,0,1,0,1,0,5.0,0,0,1,0,0,1.0,0.0,0.0
8087,8087,8087,fail,Work It,gonna meantime,0,1,9,0,1,0,3.4444444444444446,0,0,1,0,3,0.1111111111111111,0.0,0.3333333333333333
8088,8088,8088,fail,Work It,sweetie landline,0,0,5,0,0,2,4.8,0,0,2,0,1,0.4,0.0,0.2
8089,8089,8089,fail,Work It,landline,0,1,2,0,1,0,5.0,0,0,1,0,0,0.5,0.0,0.0
8090,8090,8090,fail,Work It,give brain cancer,0,0,6,0,1,0,4.833333333333333,0,0,3,0,1,0.5,0.0,0.16666666666666666
8091,8091,8091,fail,Work It,,0,0,3,0,1,0,4.0,0,0,0,0,1,0.0,0.0,0.3333333333333333
8092,8092,8092,fail,Work It,gonna find rich older boyfriend,0,0,11,0,0,2,4.454545454545454,0,0,2,2,2,0.18181818181818185,0.18181818181818185,0.18181818181818185
8093,8093,8093,fail,Work It,,0,0,4,0,0,1,3.25,0,0,0,0,0,0.0,0.0,0.0
8094,8094,8094,fail,Work It,,0,0,4,0,0,1,3.25,0,0,0,0,0,0.0,0.0,0.0
8095,8095,8095,fail,Work It,check,0,0,3,0,0,1,3.6666666666666665,0,0,0,0,1,0.0,0.0,0.3333333333333333
8096,8096,8096,fail,Work It,paper,0,0,4,0,0,1,4.0,0,0,1,0,0,0.25,0.0,0.0
8097,8097,8097,fail,Work It,mm,0,0,1,0,0,1,3.0,0,0,1,0,0,1.0,0.0,0.0
8098,8098,8098,fail,Work It,ah couldnt done without us,0,0,8,0,0,2,4.375,0,0,1,0,3,0.125,0.0,0.375
8099,8099,8099,fail,Work It,hey worry,0,0,5,0,0,2,4.4,0,0,3,0,0,0.6,0.0,0.0
8100,8100,8100,fail,Work It,gonna figure something,0,0,7,0,0,2,5.142857142857143,0,0,5,0,0,0.7142857142857143,0.0,0.0
8101,8101,8101,fail,Work It,deal,0,0,4,0,0,1,3.75,0,0,1,0,1,0.25,0.0,0.25
8102,8102,8102,fail,Work It,working working,0,0,5,0,0,2,5.4,0,0,2,0,2,0.4,0.0,0.4
8103,8103,8103,fail,Work It,back ya bro,0,0,5,0,0,2,3.6,0,0,2,0,0,0.4,0.0,0.0
8104,8104,8104,fail,Work It,mmhmm,0,0,1,0,0,1,7.0,0,0,1,0,0,1.0,0.0,0.0
8105,8105,8105,fail,Work It,whats guys,0,0,3,0,1,1,4.666666666666667,0,0,2,0,0,0.6666666666666666,0.0,0.0
8106,8106,8106,fail,Work It,hey brian,0,0,2,0,0,2,5.0,0,0,2,0,0,1.0,0.0,0.0
8107,8107,8107,fail,Work It,hey b last check,0,1,8,0,1,2,3.625,0,0,4,1,1,0.5,0.125,0.125
8108,8108,8108,fail,Work It,yep,0,0,1,0,0,1,4.0,0,0,1,0,0,1.0,0.0,0.0
8109,8109,8109,fail,Work It,hard believe,0,0,3,0,0,1,4.666666666666667,0,1,1,0,1,0.3333333333333333,0.0,0.3333333333333333
8110,8110,8110,fail,Work It,year ago sittin pretty,0,1,7,0,0,2,4.142857142857143,0,0,1,1,1,0.14285714285714285,0.14285714285714285,0.14285714285714285
8111,8111,8111,fail,Work It,st louis pontiacs top salesman head mechanic nearly accidentfree courtesy shuttle driver,0,0,13,0,0,4,6.615384615384616,0,2,9,2,0,0.6923076923076923,0.15384615384615385,0.0
8112,8112,8112,fail,Work It,look us,0,0,4,0,0,1,3.0,0,0,0,0,1,0.0,0.0,0.25
8113,8113,8113,fail,Work It,happen,0,0,4,0,1,0,4.25,0,0,0,0,2,0.0,0.0,0.5
8114,8114,8114,fail,Work It,well recession,0,0,4,0,0,2,5.0,0,0,1,0,0,0.25,0.0,0.0
8115,8115,8115,fail,Work It,recession,0,0,4,0,0,1,4.5,0,0,1,0,0,0.25,0.0,0.0
8116,8116,8116,fail,Work It,mancession,0,0,3,0,0,1,5.333333333333333,0,0,1,0,0,0.3333333333333333,0.0,0.0
8117,8117,8117,fail,Work It,look women taking workforce,0,0,7,0,0,2,5.142857142857143,0,0,3,0,2,0.42857142857142855,0.0,0.2857142857142857
8118,8118,8118,fail,Work It,soon theyll start getting rid men,0,0,7,0,0,2,4.714285714285714,0,0,2,2,1,0.2857142857142857,0.2857142857142857,0.14285714285714285
8119,8119,8119,fail,Work It,theyll keep us around sex slaves,0,0,11,0,0,1,3.727272727272727,1,0,3,1,1,0.2727272727272727,0.09090909090909093,0.09090909090909093
8120,8120,8120,fail,Work It,part doesnt sound bad,0,0,6,0,0,1,4.333333333333333,0,0,2,1,1,0.3333333333333333,0.16666666666666666,0.16666666666666666
8121,8121,8121,fail,Work It,kind sex angel,0,0,8,0,0,2,3.625,1,1,3,0,0,0.375,0.0,0.0
8122,8122,8122,fail,Work It,kissing cuddling listening,0,0,6,0,0,1,5.833333333333332,0,0,2,0,1,0.3333333333333333,0.0,0.16666666666666666
8123,8123,8123,fail,Work It,well ill tell,0,0,5,0,0,2,4.2,0,0,2,0,1,0.4,0.0,0.2
8124,8124,8124,fail,Work It,going without fight,0,0,7,0,0,1,4.142857142857143,0,0,2,0,1,0.2857142857142857,0.0,0.14285714285714285
8125,8125,8125,fail,Work It,hear theyre hiring uh astro taco,0,1,10,0,0,3,4.1,0,2,3,1,3,0.3,0.1,0.3
8126,8126,8126,fail,Work It,,0,0,1,1,0,0,3.0,0,0,0,0,0,0.0,0.0,0.0
8127,8127,8127,fail,Work It,place dump,0,0,5,0,0,1,3.4,0,0,2,0,1,0.4,0.0,0.2
8128,8128,8128,fail,Work It,mean still pride,0,1,7,0,0,2,3.7142857142857135,0,0,1,0,2,0.14285714285714285,0.0,0.2857142857142857
8129,8129,8129,fail,Work It,,0,0,2,0,0,1,3.5,0,0,0,0,0,0.0,0.0,0.0
8130,8130,8130,fail,Work It,women take theyll make pride illegal,0,0,9,0,0,2,5.0,0,0,3,1,2,0.3333333333333333,0.1111111111111111,0.2222222222222222
8131,8131,8131,fail,Work It,eating toilet,0,0,6,0,0,1,4.166666666666667,0,0,1,0,1,0.16666666666666666,0.0,0.16666666666666666
8132,8132,8132,fail,Work It,ah thanks doc,0,0,3,0,0,3,4.666666666666667,0,0,3,0,0,1.0,0.0,0.0
8133,8133,8133,fail,Work It,prostate exam wasnt bad expected,0,1,9,0,0,1,4.333333333333333,0,0,1,1,2,0.1111111111111111,0.1111111111111111,0.2222222222222222
8134,8134,8134,fail,Work It,beers really took edge,0,0,6,0,0,1,4.333333333333333,0,0,2,0,1,0.3333333333333333,0.0,0.16666666666666666
8135,8135,8135,fail,Work It,love bracelet,0,1,4,0,0,1,4.5,0,0,1,0,1,0.25,0.0,0.25
8136,8136,8136,fail,Work It,little present,0,0,7,0,0,1,4.0,0,0,0,2,2,0.0,0.2857142857142857,0.2857142857142857
8137,8137,8137,fail,Work It,could wait around guy buy none money,0,1,19,0,0,2,3.263157894736842,0,0,3,0,3,0.15789473684210525,0.0,0.15789473684210525
8138,8138,8138,fail,Work It,,0,0,1,0,0,1,3.0,0,0,0,0,0,0.0,0.0,0.0
8139,8139,8139,fail,Work It,drug business good uh,0,0,7,0,1,1,3.8571428571428568,1,0,3,1,1,0.42857142857142855,0.14285714285714285,0.14285714285714285
8140,8140,8140,fail,Work It,bazonkers,0,0,1,0,0,1,10.0,0,0,1,0,0,1.0,0.0,0.0
8141,8141,8141,fail,Work It,got work handle,0,2,9,0,0,1,3.4444444444444446,0,0,1,0,3,0.1111111111111111,0.0,0.3333333333333333
8142,8142,8142,fail,Work It,fact anyone looking hire,0,0,11,0,0,3,3.8181818181818175,0,0,2,0,4,0.18181818181818185,0.0,0.3636363636363637
8143,8143,8143,fail,Work It,uh really,0,0,2,0,1,1,5.0,0,0,1,0,0,0.5,0.0,0.0
8144,8144,8144,fail,Work It,cause salesman ii happen jobs,0,1,11,0,0,1,4.181818181818182,0,0,5,0,2,0.4545454545454545,0.0,0.18181818181818185
8145,8145,8145,fail,Work It,kind looking girls,0,0,8,0,0,2,4.25,0,0,2,0,2,0.25,0.0,0.25
8146,8146,8146,fail,Work It,really,0,0,1,0,1,0,7.0,0,0,0,0,0,0.0,0.0,0.0
