,label,title,script
4028,fail,Animal Practice,"Throw in Arbor Day, and we have a deal."
4029,fail,Animal Practice,- Done.
4030,fail,Animal Practice,"- One missing yorkie, comin' right up."
4031,fail,Animal Practice,"George sure had you running in circles, didn't he?"
4032,fail,Animal Practice,"Yeah, wouldn't be the first time."
4033,fail,Animal Practice,"You know, not all dogs go to heaven."
4034,fail,Animal Practice,Sometimes they just end up in the ground.
4035,fail,Animal Practice,"Uh, I'll-- I'll just take the next one."
4036,fail,Animal Practice,"No, no, no."
4037,fail,Animal Practice,"Come on in, it's your elevator now."
4038,fail,Animal Practice,"Rizzo, make room."
4039,fail,Animal Practice,Okay.
4040,fail,Animal Practice,"Thanks, Rizzo."
4041,fail,Animal Practice,You're such a gentleman.
4042,fail,Animal Practice,- Goin' home early?
4043,fail,Animal Practice,- Yeah.
4044,fail,Animal Practice,"Yeah, it's been a hard day."
4045,fail,Animal Practice,Mm-hmm.
4046,fail,Animal Practice,"Ten years of being here, everything I have fits in this box."
4047,fail,Animal Practice,You know I didn't want it this way.
4048,fail,Animal Practice,"No, no."
4049,fail,Animal Practice,I'm glad.
4050,fail,Animal Practice,I'm going on vacation.
4051,fail,Animal Practice,"Rizzo's always wanted to learn how to water-ski, so-- - How's it going with Waxman?"
4052,fail,Animal Practice,- Great.
4053,fail,Animal Practice,Great.
4054,fail,Animal Practice,Got it all under control.
4055,fail,Animal Practice,Then why is your purse barking?
4056,fail,Animal Practice,I was gonna pose as her owner and take her to another animal hospital.
4057,fail,Animal Practice,- Interesting.
4058,fail,Animal Practice,- What am I supposed to do?
4059,fail,Animal Practice,Okay?
4060,fail,Animal Practice,"She needs the surgery, and I don't want any doctors here getting into trouble."
4061,fail,Animal Practice,If only you knew a doctor here who's not a doctor here.
4062,fail,Animal Practice,Okay.
4063,fail,Animal Practice,You believe that miscreant wanted to put this beautiful dog to sleep?
4064,fail,Animal Practice,Wonder why I'm not a fan of most people.
4065,fail,Animal Practice,One day you're gonna have to accept the fact that you're part of the human race.
4066,fail,Animal Practice,Are we really that bad?
4067,fail,Animal Practice,- Hold this right here.
4068,fail,Animal Practice,- Right here?
4069,fail,Animal Practice,- Yup.
4070,fail,Animal Practice,- Okay.
4071,fail,Animal Practice,- Don't move.
4072,fail,Animal Practice,- Just like that?
4073,fail,Animal Practice,Whoa.
4074,fail,Animal Practice,- What'd you do?
4075,fail,Animal Practice,- What?
4076,fail,Animal Practice,"No, what?"
4077,fail,Animal Practice,- I didn't do anything.
4078,fail,Animal Practice,- What did you do?
4079,fail,Animal Practice,You did.
4080,fail,Animal Practice,"- No, you did something."
4081,fail,Animal Practice,- I just did what you told me to do.
4082,fail,Animal Practice,I haven't even moved it.
4083,fail,Animal Practice,Just kidding.
4084,fail,Animal Practice,Oh.
4085,fail,Animal Practice,"Well, Mr. Waxman, I guess you are what your dog eats."
4086,fail,Animal Practice,Honey!
4087,fail,Animal Practice,"Oh, easy, Lily."
4088,fail,Animal Practice,Honey's had a rough day.
4089,fail,Animal Practice,You kidnap my dog and then perform surgery?
4090,fail,Animal Practice,"Yes, I did."
4091,fail,Animal Practice,You can pay on your way out.
4092,fail,Animal Practice,You better lawyer up 'cause I'm gonna sue you and you - and the monkey!
4093,fail,Animal Practice,"- Dr. Coleman, will you please show Mr. Waxman what you removed from Honey's stomach?"
4094,fail,Animal Practice,I believe this is a coaster from Dazzles.
4095,fail,Animal Practice,- Dazzles is a strip club.
4096,fail,Animal Practice,- Yeah.
4097,fail,Animal Practice,"Big scoop, divorced man frequents strip club."
4098,fail,Animal Practice,So what?
4099,fail,Animal Practice,Here's what.
4100,fail,Animal Practice,"Your little girl's gonna grow up and one day figure out that her father, who she trusted and loved, killed her dog because she ate a coaster from a strip club, and this is gonna fill her with such anger towards you, that in ten years, you're gonna walk into Dazzles, and find that swinging from a pole is none other than your little girl."
4101,fail,Animal Practice,And you know what name I bet she's gonna go by?
4102,fail,Animal Practice,Honey!
4103,fail,Animal Practice,We accept all major credit cards.
4104,fail,Animal Practice,That felt awesome.
4105,fail,Animal Practice,"See, ""awesome"" is not that bad a word."
4106,fail,Animal Practice,"Good luck with this place, Dorothy."
4107,fail,Animal Practice,"Hey, I would, uh, tell you that I am sad to see you leave, but that would probably just make you uncomfortable, right?"
4108,fail,Animal Practice,It's already making me uncomfortable.
4109,fail,Animal Practice,Exactly.
4110,fail,Animal Practice,That is why I'm here to tell you something that I know you will appreciate.
4111,fail,Animal Practice,You will never guess what happened to me last night.
4112,fail,Animal Practice,You took home a curvaceous redhead who attacked you with a sexual ferocity you've never known before.
4113,fail,Animal Practice,Yeah.
4114,fail,Animal Practice,Wha-- ?
4115,fail,Animal Practice,That was a shockingly accurate guess.
4116,fail,Animal Practice,"That's, uh, eh, like, you got me a hooker."
4117,fail,Animal Practice,You got me a hooker.
4118,fail,Animal Practice,I didn't get you a hooker.
4119,fail,Animal Practice,"I may have mentioned the name of your favorite bar to Dr. Shankar's ex-girlfriend, who also did not appreciate getting dumped."
4120,fail,Animal Practice,Really?
4121,fail,Animal Practice,You made that happen?
4122,fail,Animal Practice,You bet.
4123,fail,Animal Practice,"As any Siberian tiger will illustrate, revenge is a subhuman instinct."
4124,fail,Animal Practice,Siberian tigers will spend weeks hunting and killing anything that's harmed them.
4125,fail,Animal Practice,Humans call this an anger bang or a grudge f-- Yes!
4126,fail,Animal Practice,"Yes, I heard that one before."
4127,fail,Animal Practice,"I told you, George, didn't I?"
4128,fail,Animal Practice,You are a friend.
4129,fail,Animal Practice,"Hey, Doug, uh, can I get a second with George?"
4130,fail,Animal Practice,"Oh, I guess so."
4131,fail,Animal Practice,Please unpack your box.
4132,fail,Animal Practice,"At the end of the day, it's about the animals, and nobody knows animals like George Coleman."
4133,fail,Animal Practice,"Come on, Dorothy."
4134,fail,Animal Practice,Too much history for us both to be here.
4135,fail,Animal Practice,"I don't believe that, and I'd like to think that you don't either."
4136,fail,Animal Practice,"I hope I see you tomorrow, George."
4137,fail,Animal Practice,Oh.
4138,fail,Animal Practice,Taxi!
4139,fail,Animal Practice,Hey!
4140,fail,Animal Practice,What?
4141,fail,Animal Practice,I should've said it.
4142,fail,Animal Practice,I should've told you how I felt two years ago.
4143,fail,Animal Practice,"Wow, George."
4144,fail,Animal Practice,You may actually have a heart in there.
4145,fail,Animal Practice,"Heart's just a muscle, Dorothy, nothing more."
4146,fail,Animal Practice,"If I'm gonna romanticize an organ, it certainly won't be that one."
4147,fail,Animal Practice,So this is gonna be okay?
4148,fail,Animal Practice,You tried to sneak a dog out in your purse today to save it.
4149,fail,Animal Practice,That is impetuous and stupid.
4150,fail,Animal Practice,That was like something I would've done.
4151,fail,Animal Practice,Want to get a drink?
4152,fail,Animal Practice,I don't think so.
4153,fail,Animal Practice,"Come on, just a drink."
4154,fail,Animal Practice,"No, it's never just a drink with us."
4155,fail,Animal Practice,"I know, that's why I like drinking with you."
4156,fail,Animal Practice,"Good night, George."
4157,fail,Animal Practice,"I was listening the whole time, George, and she wants it."
4158,fail,Animal Practice,"I mean, like, she wants to do the horizontal hula, and by, like, the horizontal hula, I mean she wants you to put your bread into her basket."
4159,fail,Animal Practice,"Yeah, no, I got you."
4160,fail,Animal Practice,"Hey, you still want to get that drink?"
4161,fail,Animal Practice,"Yeah, I don't know."
4162,fail,Animal Practice,Got some beers I took from some kids.
4163,fail,Animal Practice,Told 'em I was a cop.
4164,fail,Animal Practice,Idiots.
4165,fail,Animal Practice,"Hey, have you seen Dr. Coleman?"
4166,fail,Animal Practice,George?
4167,fail,Animal Practice,"Oh, sorry."
4168,fail,Animal Practice,I didn't mean to interrupt.
4169,fail,Animal Practice,You weren't interrupting.
4170,fail,Animal Practice,We're just inspecting the fractured femur of a St. Bernard - that came in yesterday.
4171,fail,Animal Practice,- Oh.
4172,fail,Animal Practice,"Well, I'm glad to hear things are running so smoothly."
4173,fail,Animal Practice,- Go!
4174,fail,Animal Practice,Go!
4175,fail,Animal Practice,Go!
4176,fail,Animal Practice,- Yes!
4177,fail,Animal Practice,"- Oh, no!"
4178,fail,Animal Practice,- Come on!
4179,fail,Animal Practice,Come on!
4180,fail,Animal Practice,- Yes!
4181,fail,Animal Practice,- Yeah!
4182,fail,Animal Practice,Boom!
4183,fail,Animal Practice,Yeah!
4184,fail,Animal Practice,- Still goin'!
4185,fail,Animal Practice,- I told you.
4186,fail,Animal Practice,"- Pay up, Riz."
4187,fail,Animal Practice,"- Pay him, monkey."
4188,fail,Animal Practice,"Come on, monkey, pay up."
4189,fail,Animal Practice,All of it.
4190,fail,Animal Practice,All of it.
4191,fail,Animal Practice,Thank you.
4192,fail,Animal Practice,"Eat it, Rizzo."
4193,fail,Mulaney,"Growing up is weird, though."
4194,fail,Mulaney,"Like I'm 30 now, and I have this new phenomenon in my life where, late at night, when I'm on the street, women will look at me like I'm a threat."
4195,fail,Mulaney,"Yeah, that is funny."
4196,fail,Mulaney,"It's also weird, because I'm still afraid of being kidnapped."
4197,fail,Mulaney,"But once, I walking towards the subway at 2:00 in the morning Walking towards the subway, and there was this woman in front of me, and she was walking along, but she kept giving me, like, the ""over the shoulder,"" like that."
4198,fail,Mulaney,And then she started to walk a lot faster.
4199,fail,Mulaney,"So I thought, oh, she must hear the train coming."
4200,fail,Mulaney,Or maybe she feels it in her feet like a native American in a movie.
4201,fail,Mulaney,"So I started to sprint towards the subway at her, and she looked back and she was like, ""aah""!"
4202,fail,Mulaney,"And then she gives chase, so now we're booking it towards the subway at 2:00 in the morning, and I'm gaining on her."
4203,fail,Mulaney,"And I'm gaining on her, and we're getting to the end of the subway hallway, and she goes into that ""dead end shuffle,"" you know, that women do when you chase 'em, and I'm almost at her."
4204,fail,Mulaney,"I'm almost at her, and then it dawns on me, ""oh, she's running from me, because in her eyes, I'm an adult."
4205,fail,Mulaney,And adults murder each other.
4206,fail,Mulaney,""" So I wanted to go up to her and be like, ""Hey, no, I'm not a man."
4207,fail,Mulaney,""" But I think that that would be equally creepy Is if you were in a subway at 2:00 in the morning and I chased you down, grabbed you and said, ""I'm not gonna kill you."
4208,fail,Mulaney,I'm a little boy.
4209,fail,Mulaney,""" SO1EO1 Pilot Mulaney is filmed in front of a live studio audience, okay?"
4210,fail,Mulaney,"Thanks for coming with me, Motif."
4211,fail,Mulaney,"It's no problem, I was free."
4212,fail,Mulaney,"Hey, can I be your emergency contact?"
4213,fail,Mulaney,"Yeah, I mean, I normally put my mom, but I guess we're roommates."
4214,fail,Mulaney,Let's do it.
4215,fail,Mulaney,It's also good promotion for me.
4216,fail,Mulaney,"Matter of fact, don't put my phone number down, put down on my web site: Oh, and write down they should skip my intro."
4217,fail,Mulaney,Yeah.
4218,fail,Mulaney,All right.
4219,fail,Mulaney,Why am I at the doctor?
4220,fail,Mulaney,"Oh, ""frequent urination."
4221,fail,Mulaney,""" That's a good fake reason."
4222,fail,Mulaney,I thought you wanted to ask the doctor for Xanax.
4223,fail,Mulaney,"Well, I do, but I can't just come right out and ask a doctor for Xanax, Motif."
4224,fail,Mulaney,Looks shady when you're honest with doctors.
4225,fail,Mulaney,"I need to make up a reason to be here and then let the doctor check me out and then when he's done I say offhandedly, ""oh, and you know what?"
4226,fail,Mulaney,Sometimes I get nervous on airplanes.
4227,fail,Mulaney,""" Bam, Xanax."
4228,fail,Mulaney,What do you need Xanax for anyway?
4229,fail,Mulaney,"I'm anxious all the time, like, in every situation."
4230,fail,Mulaney,"Like, I've noticed lately, this is my regular speaking voice."
4231,fail,Mulaney,- Mm-hmm.
4232,fail,Mulaney,"- I go into a whole different speaking voice when I'm in a public bathroom and someone suddenly knocks on the door, and that voice is, ""Someone's in here!"
4233,fail,Mulaney,"Someone's in here""!"
4234,fail,Mulaney,"As if they're gonna be like, ""oh, I think there's a carnival barker in there."
4235,fail,Mulaney,I think someone's trying to drum up business for a carnival.
4236,fail,Mulaney,""" Plus today, I have a meeting with Lou Cannon."
4237,fail,Mulaney,- That's right!
4238,fail,Mulaney,TV's Lou Cannon.
4239,fail,Mulaney,- TV's Lou Cannon.
4240,fail,Mulaney,"You get a job with him writing, you're set!"
4241,fail,Mulaney,"That dude is so talented, he's rich!"
4242,fail,Mulaney,"Yeah, all the more reason to be anxious."
4243,fail,Mulaney,"Oh, did I tell you about this new joke I wrote?"
4244,fail,Mulaney,- What's the joke?
4245,fail,Mulaney,"- Okay, okay, okay."
4246,fail,Mulaney,"It's about like how there's, like, women But then, there are, like, problem bitches."
4247,fail,Mulaney,Is there more?
4248,fail,Mulaney,- That's all I have so far.
4249,fail,Mulaney,- All right.
4250,fail,Mulaney,I am not crazy!
4251,fail,Mulaney,"Hi, Jane."
4252,fail,Mulaney,"Why are you walking into rooms yelling, ""I am not crazy""?"
4253,fail,Mulaney,"It's not fair, okay?"
4254,fail,Mulaney,"When a guy wants to destroy a woman, all he has to do is call her crazy, even if she has every right to be angry."
4255,fail,Mulaney,"Hey, men get called crazy too."
4256,fail,Mulaney,"Yeah, but people like it when a man's crazy."
4257,fail,Mulaney,"We have recordings of Christian Bale screaming like a lunatic, and people are impressed."
4258,fail,Mulaney,"They're like, ""oh, my God, he's so passionate about his process."
4259,fail,Mulaney,""" Meanwhile there is a rumor that Katherine Heigl is difficult, and she's, like, dead."
4260,fail,Mulaney,"So who called you crazy, Janey?"
4261,fail,Mulaney,"Dustin emailed that new girl he's dating and was like, ""my ex-girlfriend is crazy."
4262,fail,Mulaney,""" And how did you see that email?"
4263,fail,Mulaney,He should change - His password.
4264,fail,Mulaney,"- Oh, my God."
4265,fail,Mulaney,You have got to stop that stuff.
4266,fail,Mulaney,You're gonna get caught.
4267,fail,Mulaney,It's so irresponsible.
4268,fail,Mulaney,"Now then, I have to go lie to this doctor so that I am drugged-up enough for my job interview."
4269,fail,Mulaney,I'll be back.
4270,fail,Mulaney,"So, Mr. Mulaney, how many times a day are you urinating?"
4271,fail,Mulaney,Oh.
4272,fail,Mulaney,"Um Crazy, right?"
4273,fail,Mulaney,But what can you do?
4274,fail,Mulaney,"Anyway, Doctor, sometimes, on airplanes, I've been W-wait, hold on, you're urinating 11 times a day?"
4275,fail,Mulaney,Was that too many times to say?
4276,fail,Mulaney,Sounds like the problem could be in your prostate.
4277,fail,Mulaney,"Do me a favor, come over here Drop your pants."
4278,fail,Mulaney,"Oh, this isn't what I thought."
4279,fail,Mulaney,I should probably get going.
4280,fail,Mulaney,I have a job interview.
4281,fail,Mulaney,"Mr. Mulaney, you are peeing an alarming number of times a day."
4282,fail,Mulaney,There is no way you're leaving here without a prostate exam.
4283,fail,Mulaney,"Oh, not on your hands, on your elbows."
4284,fail,Mulaney,"- Oh, I - There we go."
4285,fail,Mulaney,"I liked the way I was standing before, actually."
4286,fail,Mulaney,It had more dignity to it.
4287,fail,Mulaney,"All right, now, you're going to feel a little pressure."
4288,fail,Mulaney,I guess this might as well happen.
4289,fail,Mulaney,Adult life is so weird.
4290,fail,Mulaney,"Oh, and doctor, sometimes I get nervous on O-o-ohh!"
4291,fail,Mulaney,You let the Doctor do what?
4292,fail,Mulaney,Never mind.
4293,fail,Mulaney,You wouldn't understand.
4294,fail,Mulaney,"No, I wouldn't."
4295,fail,Mulaney,I don't let people put things in me.
4296,fail,Mulaney,"All right, look, what floor is Lou Cannon on?"
4297,fail,Mulaney,- 25th floor penthouse.
4298,fail,Mulaney,- Thank you.
4299,fail,Mulaney,And now here's your host.
4300,fail,Mulaney,"You guessed it, Lou Cannon!"
4301,fail,Mulaney,Thank you!
4302,fail,Mulaney,Thank you!
4303,fail,Mulaney,"You're very kind, and right."
4304,fail,Mulaney,"Confidence, confidence, elegance under fire."
4305,fail,Mulaney,- Hello?
4306,fail,Mulaney,- One second.
4307,fail,Mulaney,"You're all here, even the young people."
4308,fail,Mulaney,"""Hashtag."
4309,fail,Mulaney,""" - Who are you?"
4310,fail,Mulaney,- I'm John Mulaney.
4311,fail,Mulaney,We have a meeting today about writing for your show.
4312,fail,Mulaney,"- Oh, Donna?"
4313,fail,Mulaney,"- Yes, Lou?"
4314,fail,Mulaney,"Do I have a meeting with a ""Jay Mulaylay""?"
4315,fail,Mulaney,"Yes, he's the comedian that's on the Internet."
4316,fail,Mulaney,"Oh, that one."
4317,fail,Mulaney,And do you write all those little mean things below?
4318,fail,Mulaney,"No, those are my fans."
4319,fail,Mulaney,Ah.
4320,fail,Mulaney,"You're a messy little person, ain't ya?"
4321,fail,Mulaney,"I'm sorry, I am kind of a mess today, I The subway was running late, then when I got off, on the sidewalk, there was a wheelchair just knocked over on its side with no one in it."
4322,fail,Mulaney,That's a bad thing to see.
4323,fail,Mulaney,Something happened there.
4324,fail,Mulaney,You hope it was a miracle But probably not.
4325,fail,Mulaney,"Hey, finally throwing out your ex-boyfriend's stuff."
4326,fail,Mulaney,"I'm proud of you, girl."
4327,fail,Mulaney,"Well, I was going to burn it, but that would be too romantic."
4328,fail,Mulaney,When did he leave this stuff?
4329,fail,Mulaney,You always stayed over there.
4330,fail,Mulaney,"Oh, no, no, no."
4331,fail,Mulaney,"This is stuff I took from him, you know, to make him a better, less embarrassing person."
4332,fail,Mulaney,A person the new girlfriend gets to enjoy while I get no credit.
4333,fail,Mulaney,"I mean, look at this."
4334,fail,Mulaney,A hoodie vest?
4335,fail,Mulaney,A statue of Buddha?
4336,fail,Mulaney,"I'm sorry, you're from Maryland and you yell at video games, you're not a Buddhist."
4337,fail,Mulaney,"Okay, okay, okay, let's just show some respect, please."
4338,fail,Mulaney,This hoodie vest is tight.
4339,fail,Mulaney,Now if I could only un-remember his email password.
4340,fail,Mulaney,"""Guyritchie5."
4341,fail,Mulaney,""" Let me change his email password, and I won't tell you what it is."
4342,fail,Mulaney,"Ah, I got something too."
4343,fail,Mulaney,I will pry it out of you.
4344,fail,Mulaney,- Try me.
4345,fail,Mulaney,- I'll show you my butt.
4346,fail,Mulaney,That's the password!
4347,fail,Mulaney,"Johnny Do people call you ""Johnny""?"
4348,fail,Mulaney,'Cause they shouldn't.
4349,fail,Mulaney,"John I'm gonna make a speech, and I want you to listen to me."
4350,fail,Mulaney,I am 45 years old.
4351,fail,Mulaney,"And I have an Emmy award, and when you put it against to this mirror, it looks like I have two Emmy awards."
4352,fail,Mulaney,Two Emmys and a Daytime Tony.
4353,fail,Mulaney,"Now, John, I can show you how to get where I am, that is, if you're ready to learn."
4354,fail,Mulaney,"Honestly, Mr. Cannon, I have been very anxious lately that I'm almost 30 and I've never had a real job in comedy, and if you give me the chance to work for you, sir, I promise I can do an excellent job."
4355,fail,Mulaney,Aw.
4356,fail,Mulaney,That sincerity will take you right to the middle.
4357,fail,Mulaney,"Donna, he's hired."
4358,fail,Mulaney,Mazel Tov.
4359,fail,Mulaney,"Now, listen, I have a benefit next Wednesday."
4360,fail,Mulaney,Maybe you can help me with it and be my opening act.
4361,fail,Mulaney,Open for you?
4362,fail,Mulaney,"Oh, my God, are you serious?"
4363,fail,Mulaney,That would be incredible.
4364,fail,Mulaney,"Yeah, yeah, it'd be a big deal for you."
4365,fail,Mulaney,Yeah.
4366,fail,Mulaney,It's for the Marsha Foundation.
4367,fail,Mulaney,It's a breast cancer walk I founded.
4368,fail,Mulaney,"I named it after my hairdresser, Marsha."
4369,fail,Mulaney,"Oh oh, I'm sorry."
4370,fail,Mulaney,Did she pass away?
4371,fail,Mulaney,"No, she wasn't even sick."
4372,fail,Mulaney,I just thought she'd get a kick out of it.
4373,fail,Mulaney,Hey!
4374,fail,Mulaney,Guess who's working for Lou Cannon?
4375,fail,Mulaney,You got the job?
4376,fail,Mulaney,Young mula!
4377,fail,Mulaney,"- Come here, man."
4378,fail,Mulaney,- Yeah.
4379,fail,Mulaney,Aw!
4380,fail,Mulaney,All right.
4381,fail,Mulaney,"Yeah, it's really cool."
4382,fail,Mulaney,I can finally tell my parents that my jokes are gonna be on TV.
4383,fail,Mulaney,"Hey, did you mention my name?"
4384,fail,Mulaney,"Oh, of course, we talked about you the whole time."
4385,fail,Mulaney,"Mulaney, that old guy from across the hall, he came by looking for you."
4386,fail,Mulaney,"Oh, Oscar, that's right."
4387,fail,Mulaney,I'm supposed to fill his humidifiers.
4388,fail,Mulaney,"He has one in the bedroom and one in the living room, and they're really deep, so you have to fill them up in the bathtub."
4389,fail,Mulaney,"God, we're all just gonna die one day."
4390,fail,Mulaney,"Anyway, I'm sure he'll understand you're busy now."
4391,fail,Mulaney,"Yeah, speaking of, Motif, can you help me out?"
4392,fail,Mulaney,"I was supposed to do a spot on that Hudson River Cruise Show next week, but now I gotta work for Lou."
4393,fail,Mulaney,Can you fill in for me?
4394,fail,Mulaney,75 bucks.
4395,fail,Mulaney,"Yeah, no problem, man."
4396,fail,Mulaney,It'll give me a chance to sell my new t-shirts.
4397,fail,Mulaney,Bah!
4398,fail,Mulaney,"""Problem bitch."
4399,fail,Mulaney,""" Like the joke you haven't written yet?"
4400,fail,Mulaney,No doubt.
4401,fail,Mulaney,"I have bad news, guys."
4402,fail,Mulaney,It's Andre.
4403,fail,Mulaney,It's Andre.
4404,fail,Mulaney,Why is he here?
4405,fail,Mulaney,I can't just stop by without telling you?
4406,fail,Mulaney,"No, that is not how drug dealers work."
4407,fail,Mulaney,- What's her problem?
4408,fail,Mulaney,"- Oh, she's just going through a break-up."
4409,fail,Mulaney,"Also, you're very unpleasant."
4410,fail,Mulaney,"Jane, you are single?"
4411,fail,Mulaney,- Too close.
4412,fail,Mulaney,- Okay.
4413,fail,Mulaney,"You know, I don't plan on selling weed forever."
4414,fail,Mulaney,"As soon as my grandma dies and my parents die, I'm coming into quite a bit of money."
4415,fail,Mulaney,"Jane, you should have Andre change Dustin's email password."
4416,fail,Mulaney,"Good idea, because then, if I want to find out what it is, I'll have to talk to Andre, - which I'd never do."
4417,fail,Mulaney,- Which you'd never do.
4418,fail,Mulaney,"John Mulaney, where do you come from?"
4419,fail,Mulaney,What's your background?
4420,fail,Mulaney,"Do you have family, siblings?"
4421,fail,Mulaney,I actually have two sisters.
4422,fail,Mulaney,They live back in Chicago with my mom and my It's a yes or no question.
4423,fail,Mulaney,"Come on, let's get to work."
4424,fail,Mulaney,Absolutely.
4425,fail,Mulaney,I know you have a taping today.
4426,fail,Mulaney,I stayed up last night and wrote a lot of jokes.
4427,fail,Mulaney,"Whoa, whoa, whoa, whoa, slow down."
4428,fail,Mulaney,"Normally, I don't work with writers, so I think first you have to learn how to write for my voice, okay?"
4429,fail,Mulaney,"Like, I'm very smart, but it doesn't mean I can't be silly."
4430,fail,Mulaney,"I like fast, fast, fast setups and slow punch lines."
4431,fail,Mulaney,"Like, a good joke for me would be ""Bwah, bwah."
4432,fail,Mulaney,""" Like, there's a joke I did in my one-man show, ""Divorce and other aphrodisiacs."
4433,fail,Mulaney,""" - Did you ever see it?"
4434,fail,Mulaney,"- I'm sorry, I didn't, actually."
4435,fail,Mulaney,"Okay, good, well, I'll perform it from the beginning for you."
4436,fail,Mulaney,"Black stage, spot on me."
4437,fail,Mulaney,"By the time I hit puberty, I knew I was in trouble."
4438,fail,Mulaney,"The year, 1982."
4439,fail,Mulaney,"- The city, Duluth."
4440,fail,Mulaney,"- _ ""you did good, kid."
4441,fail,Mulaney,"I think you're going places,"" the club owner said to me."
4442,fail,Mulaney,All I could do is smile.
4443,fail,Mulaney,"Blackout, end of show."
4444,fail,Mulaney,"Okay, so you go on in three minutes."
4445,fail,Mulaney,Do you want to read my jokes?
4446,fail,Mulaney,"Oh John, I don't need you to write jokes for me, I really don't."
4447,fail,Mulaney,- Then what am I doing here?
4448,fail,Mulaney,"- Oh, that's funny."
4449,fail,Mulaney,"""What am I doing here""?"
4450,fail,Mulaney,I'll use that.
4451,fail,Mulaney,"Hey, we're really vibing, huh?"
4452,fail,Mulaney,"And if it wasn't for me, you'd be stuck bombing on that cruise show tonight."
4453,fail,Mulaney,"See, everyone knows a problem bitch."
4454,fail,Mulaney,"If you don't know one, then you are the problem bitch."
4455,fail,Mulaney,"Yeah, I never write anything."
4456,fail,Mulaney,Lou just talks at me for hours.
4457,fail,Mulaney,It's like he's trying to torture me and I'm his best friend.
4458,fail,Mulaney,"Oh, I miss my sorority."
4459,fail,Mulaney,"Well, at least you're getting to open for him - at this ""Marsha"" thing."
4460,fail,Mulaney,"- Yeah, it is a big show."
4461,fail,Mulaney,"What are you doing here, by the way, 'cause I know it's not to support me."
4462,fail,Mulaney,"I know, right?"
4463,fail,Mulaney,"No, Dustin lives on this street."
4464,fail,Mulaney,- Ugh!
4465,fail,Mulaney,"- No, no, no, it's good, John."
4466,fail,Mulaney,I came here to get closure.
4467,fail,Mulaney,"You know, let him see that I've moved on."
4468,fail,Mulaney,I'm doing a walk-a-thon.
4469,fail,Mulaney,"I mean, would a woman with nothing in her life immerse herself in charity work?"
4470,fail,Mulaney,"Eh, maybe she would."
4471,fail,Mulaney,Yeah.
4472,fail,Mulaney,"All right, I'm gonna walk by his window one last time."
4473,fail,Mulaney,Have fun.
4474,fail,Mulaney,-Hello?
4475,fail,Mulaney,"- John, it's Donna, Lou Cannon's assistant."
4476,fail,Mulaney,"- Hi, Donna, how are you?"
4477,fail,Mulaney,- Blessed.
4478,fail,Mulaney,So Lou has a special announcement he wants you to read to get the crowd warmed up.
4479,fail,Mulaney,No problem.
4480,fail,Mulaney,"All right, everybody."
4481,fail,Mulaney,Who's ready to laugh?
4482,fail,Mulaney,Yeah!
4483,fail,Mulaney,I can't hear you.
4484,fail,Mulaney,"That's not true, of course, but cheer louder."
4485,fail,Mulaney,Yeah.
4486,fail,Mulaney,Okay.
4487,fail,Mulaney,"""Lou Cannon cannot be here today, so there will be no show""!"
4488,fail,Mulaney,What?
4489,fail,Mulaney,"""But good news for only $25, you can take a V. I. P. Photo with Lou's cardboard replica."
4490,fail,Mulaney,""" What the hell just happened?"
4491,fail,Mulaney,"Hey, John."
4492,fail,Mulaney,"Hey, Lou."
4493,fail,Mulaney,- What's with the dirt?
4494,fail,Mulaney,- I yanked these flowers - out of Dustin's window box.
4495,fail,Mulaney,- What?
4496,fail,Mulaney,I planted them last year.
4497,fail,Mulaney,He and his new girlfriend think they get to enjoy them?
4498,fail,Mulaney,"Uh, yeah, no."
4499,fail,Mulaney,They're mine!
4500,fail,Mulaney,"- Jane, I thought you wanted closure."
4501,fail,Mulaney,"- I wanted justice, white boy, and I am one step closer."
4502,fail,Mulaney,"- Oh, my God, Dustin's home."
4503,fail,Mulaney,"- Oh, God."
4504,fail,Mulaney,I gotta hit the bricks.
4505,fail,Mulaney,Oh scatter!
4506,fail,Mulaney,"Hey, I need that lapel mic back."
4507,fail,Mulaney,I can't remember the last time I've been this humiliated.
4508,fail,Mulaney,- Undo your belt a little and bend over.
4509,fail,Mulaney,- Sure thing.
4510,fail,Mulaney,"Not on your hands, on your elbows."
4511,fail,Mulaney,Now I can remember.
4512,fail,Mulaney,"I'm sorry Lou canceled on you, man."
4513,fail,Mulaney,I'm having a rough week too.
4514,fail,Mulaney,"I sold out of my ""problem bitch"" t-shirts."
4515,fail,Mulaney,"You sold 150 t-shirts that say ""problem bitch""?"
4516,fail,Mulaney,It was that cruise.
4517,fail,Mulaney,I knew my jokes could conquer land but sea?
4518,fail,Mulaney,So what's wrong?
4519,fail,Mulaney,I don't have an ending for that joke yet.
4520,fail,Mulaney,"""Problem bitch"" is out there in the Zeitgeist now, and I figure I have an 18-hour window before people realize they're laughing at nothing."
4521,fail,Mulaney,You guys.
4522,fail,Mulaney,"You guys, listen to this email Dustin sent his new girlfriend."
4523,fail,Mulaney,Bad news.
4524,fail,Mulaney,""" Ah!"
4525,fail,Mulaney,Okay.
4526,fail,Mulaney,"""So, psycho"" That's me."
4527,fail,Mulaney,"""Showed up today and ripped out the flowers she planted."
4528,fail,Mulaney,""" That I planted."
4529,fail,Mulaney,He gave me the credit.
